Name,Longitude,Latitude,cvRatio
EASTERN_ARMENIAN,45.0,40.0,1.8125
EASTERN_BALTI,77.92,34.23,1.8545454545454545
EASTERN_FARSI,66.0,35.0,1.5151515151515151
EASTERN_FRISIAN,7.5,53.58,1.6153846153846154
EASTERN_KATIVIRI,70.0,35.5,1.1090909090909091
EASTERN_KEKCHI_CAHABON,-89.82,15.56,1.576271186440678
EASTERN_MARSHALLESE,171.2,7.12,1.1730769230769231
EASTERN_NYALA,34.65,0.45,1.0212765957446808
EASTERN_OROMO,42.0,9.0,1.1382978723404256
EASTERN_OROMO_2,42.0,9.0,1.0222222222222221
EASTERN_QUICHE_RABINAL,-90.33,15.08,1.5166666666666666
EASTERN_TAMANG,85.67,27.5,1.6666666666666667
EASTERN_TEKE_2,16.5,-3.7,1.3364485981308412
EAST_AMBAE_LOLOMATUI,167.92,-15.37,0.8235294117647058
EAST_AMBAE_LOLSIWOI,167.85,-15.31,0.971830985915493
EAST_AMBAE_WAILENGI,167.98,-15.29,0.8048780487804879
EAST_BERAWAN,114.2,3.7,0.9166666666666666
EAST_DAMAR,128.58,-7.08,1.0895522388059702
EAST_FUTUNA,-178.2,-14.33,0.7355371900826446
EAST_GREENLANDIC,-40.0,65.0,1.1418918918918919
EAST_LIMBA,-12.0,10.0,1.3103448275862069
EAST_MAKIAN,127.5,0.0,1.2465753424657535
EAST_MASELA,129.83,-8.17,1.2352941176470589
EAST_OLODIAMA,5.67,4.92,0.7843137254901961
EAST_SLOVAK_ROMANI,15.52,49.78,1.65625
EAST_TARAKIRI,5.67,4.92,0.735632183908046
EBANG,30.73,11.22,1.3333333333333333
EBRIE_2,-4.02,5.44,0.8857142857142857
EBUGHU,8.0,4.83,1.15
ECHIE,7.55,5.4,0.8292682926829268
ECUN_BAHA_BUYANG,104.75,24.4,1.2777777777777777
EDO,5.83,6.42,0.7051282051282052
EDOLO,142.69,-6.27,0.7872340425531915
EDOPI,137.33,-3.08,0.7241379310344828
EDZAMA_DIBOLE,17.25,1.08,0.967741935483871
EFAI,8.25,4.58,1.2372881355932204
EFIK,8.5,4.92,1.0847457627118644
EFIK_2,8.4,4.95,1.2542372881355932
EFUTOP,8.33,5.92,1.297872340425532
EFUTU,-0.75,5.33,1.0307692307692307
EGA,-5.5,5.5,0.6987951807228916
EGA_BAI,98.9,26.69,1.1
EGBUTA,23.77,2.73,1.0806451612903225
EGGON,8.58,8.67,1.0
EHO_MBO,9.85,5.23,1.34
EIGHTEENTH_CENTURY_KET,87.0,64.0,1.3529411764705883
EIPOMEK,140.08,-4.33,1.2234042553191489
EIPOMEK_2,140.08,-4.33,1.188235294117647
EITIEP,142.58,-3.5,1.4328358208955223
EJAGHAM,8.67,5.42,1.2553191489361701
EJAMAT,-16.52,12.34,1.4488188976377954
EKAJUK,8.58,6.42,1.42
EKIT,7.92,4.75,1.2333333333333334
EKOI,8.67,5.42,1.3571428571428572
EKPARABONG,8.67,6.08,1.1818181818181819
EKPETIAMA,5.67,4.92,0.7142857142857143
EKPEYE,6.67,5.0,0.875
ELAMITE,46.42,33.63,1.264367816091954
ELAT_KEI_BESAR,133.0,-5.67,0.9545454545454546
ELEKU_BONGINDA,18.25,0.17,0.8805970149253731
ELEKU_IBENGE,18.25,0.17,0.8852459016393442
ELEME,7.25,4.75,0.9047619047619048
ELOYI,8.17,8.0,0.9672131147540983
ELOYI_3,7.98,8.24,1.0714285714285714
ELPAPUTIH_SAMASURU_PAULOHIJ,127.98,-5.03,0.8415841584158416
ELPAPUTIH_SERAM_1,127.98,-5.03,0.8333333333333334
ELPAPUTIH_SERAM_2,127.98,-5.03,0.6909090909090909
ELPAPUTIH_SERAM_3,127.98,-5.03,0.6880733944954128
ELUNG,9.83,5.05,1.3829787234042554
ELWANA,39.95,-0.85,1.0394736842105263
EL_MOLO,36.75,2.75,1.1587301587301588
EL_NAYAR_CORA,-104.83,22.17,0.8591549295774648
EMAE,168.41,-17.05,0.75
EMAI,5.92,7.08,0.5764705882352941
EMBALOH,112.3,1.17,1.051948051948052
EMBERA_CHAMI,-76.0,5.0,1.0121951219512195
EMBERA_DARIEN,-77.17,6.83,0.9655172413793104
EMBERA_NORTHERN,-77.17,6.83,0.9411764705882353
EMBERA_TADO,-76.66,5.25,0.9659090909090909
EMBU,37.7,-0.6,0.922077922077922
EMEM,140.92,-3.67,1.0602409638554218
EMEM_UMUAF,140.92,-3.67,1.2857142857142858
EMERUM,145.08,-5.15,1.3209876543209877
EMILIANO_CARPIGIANO,11.58,44.35,1.5901639344262295
EMILIANO_FERRARESE,11.58,44.35,1.65
EMILIANO_REGGIANO,11.58,44.35,1.6417910447761195
EMPLAWAS,129.75,-8.0,1.0422535211267605
ENAPA_WOROMAIPU,-66.0,6.5,1.1395348837209303
ENDE,121.67,-8.83,0.90625
ENENGA,10.29,-0.7,1.1139240506329113
ENGA,143.67,-5.5,1.1125827814569536
ENGENNI,6.38,5.17,0.6521739130434783
ENGGANO,102.25,-5.42,0.5932835820895522
ENGLISH,0.0,52.0,1.68
ENGLISH_2,0.0,52.0,1.278688524590164
ENQI_BAI,99.13,26.47,0.9428571428571428
ENU,101.75,23.12,1.16
ENWANG,8.25,4.75,1.1929824561403508
ENYA_KIBOMBO,25.25,-0.5,1.0921052631578947
ENYA_MANDA,25.25,-0.5,1.1666666666666667
EOTILE_BETI,-3.3,5.28,0.8313253012048193
EPENA_BASURUDO,-77.0,3.0,0.9753086419753086
EPENA_BOMITABA,17.5,1.67,1.0952380952380953
EPENA_SAIJA,-77.0,3.0,0.9883720930232558
EPIE,6.33,5.0,0.7927927927927928
ERAI,125.83,-7.83,0.7611940298507462
ERIMA,145.71,-5.36,0.851063829787234
ERITAI,138.0,-2.67,0.8297872340425532
ERRE,132.83,-12.25,1.632183908045977
ERYUAN_BAI,99.95,26.11,1.0166666666666666
ERZYA,45.5,53.0,1.6111111111111112
ERZYA_2,45.5,53.0,1.855072463768116
ESAN,6.34,6.26,0.9010989010989011
ESE_EJJA,-66.0,-11.0,0.6017699115044248
ESE_MANAGALASI,148.42,-9.08,0.7888888888888889
ESIMBI,9.92,6.5,1.087719298245614
ESO_YALEMBA,23.75,1.25,0.782608695652174
ESTONIAN,26.0,59.0,1.2608695652173914
ESTONIAN_2,26.0,59.0,1.2837837837837838
ESTONIAN_3,26.0,59.0,1.2769230769230768
ESTONIAN_4,25.82,58.55,1.463768115942029
ESTONIAN_VORO,27.0,57.85,1.3692307692307693
ETEBI,8.0,4.75,1.2542372881355932
ETHIOPIC,38.72,14.12,1.4936708860759493
ETON,11.5,4.25,1.5116279069767442
ETON_CAMEROON,11.5,4.25,1.6486486486486487
ETON_VANUATU,168.56,-17.78,1.109375
ETORO,142.69,-6.27,0.813953488372093
EUDEVE,-110.0,28.5,1.2131147540983607
EVEN,130.0,68.0,1.3411764705882352
EVENKI,125.0,56.0,1.1759259259259258
EVENKI_POLIGUS_LITERARY,94.62,61.98,1.2
EWAGE_NOTU,148.5,-8.83,0.8203592814371258
EWEN,130.0,68.0,1.3064516129032258
EWENKI_1,117.0,49.0,1.1935483870967742
EWENKI_2,122.08,52.18,1.0895522388059702
EWE_ADANGBE,0.42,6.33,0.7741935483870968
EWONDO,12.0,4.0,1.4615384615384615
EWONDO_2,12.0,4.0,1.3265306122448979
EWONDO_3,12.0,4.0,1.3269230769230769
EWONDO_4,12.0,4.0,1.2641509433962264
EYAK,-145.0,60.5,1.5897435897435896
F21_SUKUMA,32.0,-2.83,1.1071428571428572
F23_SUMBWA_YEKE,32.0,-3.67,1.2096774193548387
FAGANI,161.67,-10.42,0.7702702702702703
FAITA,145.25,-5.6,1.1095890410958904
FAKAI_A,4.83,11.5,1.641025641025641
FALI,13.5,9.33,1.3265306122448979
FALI_BAGIRA,13.3,10.4,1.5217391304347827
FALI_GILI,13.55,10.33,1.4805194805194806
FALI_KIRIYA,13.35,10.45,1.3733333333333333
FALI_MUCHELLA,13.4,10.5,1.1645569620253164
FAMA,30.0,10.5,0.8780487804878049
FANG,10.32,6.54,1.2045454545454546
FANGCUN_MAK,107.78,25.53,1.1688311688311688
FANG_2,10.5,0.8,1.7058823529411764
FANG_3,10.5,0.8,1.3255813953488371
FANG_4,10.5,0.8,1.6444444444444444
FANG_MEKE,11.42,-1.0,1.434782608695652
FANG_NTUMU,11.42,-1.0,1.7272727272727273
FANG_SOUANKE,11.42,-1.0,1.3902439024390243
FARANG_AMIS,121.33,23.33,1.4303797468354431
FAROESE,-7.0,62.0,1.4871794871794872
FASU,143.33,-6.58,0.8152173913043478
FATAAN_AMIS,121.33,23.33,1.4523809523809523
FATAKAI_NUAULU_SERAM,129.17,-3.25,0.7666666666666667
FATALEKA,160.83,-8.58,0.7625
FATALUKU,127.0,-8.5,0.7471264367816092
FAURO_MONO,155.75,-7.05,0.7738095238095238
FAVORLANG,120.67,24.0,1.0315789473684212
FAYU,136.83,-3.0,0.6233766233766234
FEFE_1,10.17,5.25,1.5
FEFE_2,10.17,5.25,1.5454545454545454
FIGUIG,-1.5,32.5,1.5692307692307692
FIJIAN,178.0,-17.83,0.9416666666666667
FIJIAN_2,178.0,-17.83,0.8557692307692307
FILA,168.29,-17.68,0.717391304347826
FINALLIG,121.17,17.08,1.0909090909090908
FINANGAKAN,-7.48,8.72,1.0925925925925926
FINNISH,25.0,62.0,0.9886363636363636
FINNISH_2,25.0,62.0,1.1046511627906976
FINNISH_ROMANI,21.93,61.2,1.4434782608695653
FIPA,31.3,-8.0,1.208955223880597
FOAU,139.17,-3.0,1.144736842105263
FOE,143.5,-6.5,0.9171974522292994
FOLOKAKAN,-7.83,9.59,1.0612244897959184
FOLOPA,144.5,-6.73,0.9230769230769231
FOLOPA_BORO,144.5,-7.0,0.8295454545454546
FOLOPA_SOPESE,144.5,-7.0,0.8571428571428571
FOLOPA_SURI,144.5,-7.0,0.8191489361702128
FONGBE,2.17,6.42,1.1206896551724137
FOQAHA,16.35,27.83,1.3181818181818181
FORAK,146.54,-5.69,1.1604938271604939
FORDATA,131.5,-6.75,0.6914893617021277
FORE,145.5,-6.75,0.8820754716981132
FOREST_ENETS_2,86.5,67.5,1.3661971830985915
FORMONA,22.44,12.17,1.2195121951219512
FORTSENAL,166.88,-15.53,0.7640449438202247
FOX,-83.0,43.0,1.1166666666666667
FRAFRA,-0.92,10.83,1.1290322580645162
FRANS_VLAAMS,2.38,51.04,1.5614035087719298
FRENCH,2.0,48.0,1.2321428571428572
FRENCH_2,2.0,48.0,1.4067796610169492
FRISIAN_WESTERN,6.0,53.0,1.5121951219512195
FRIULIAN,12.9,46.17,1.372093023255814
FUKUSATO_MIYAKO,125.4,24.73,1.0759493670886076
FULA,-14.0,15.0,1.5352112676056338
FULA_BURKINA_FASO,0.0,14.0,1.3402061855670102
FULA_NIGER_BURKINA_FASO,2.0,13.0,1.4285714285714286
FULFULDE,10.5,8.17,1.1784037558685445
FULFULDE_ADAMAWA,13.5,9.17,1.2394366197183098
FULFULDE_MAASINA,-5.0,15.0,1.2179487179487178
FULIRU,29.0,-3.08,1.2133333333333334
FULNIO,-37.5,-8.0,1.2272727272727273
FUMU_1,15.33,-3.67,1.4166666666666667
FUMU_2,15.33,-3.67,1.2857142857142858
FUR,25.0,13.5,1.1428571428571428
FURU,20.58,4.33,1.088235294117647
FURUPAGHA,5.67,4.92,0.7448979591836735
FUSUI_CENTRAL_HONGSHUIHE_ZHUANG,108.2,22.44,1.2127659574468086
FUTU,13.3,10.4,1.289855072463768
FUTUNA,170.21,-19.52,0.7558139534883721
FUTUNA_EAST,-178.2,-14.33,0.7326732673267327
FUYUG,147.33,-8.58,0.8554216867469879
FUYUG_3,147.33,-8.58,1.2708333333333333
FUZHOU_CHINESE,119.31,26.08,1.0108695652173914
FWE,24.43,-17.72,1.119047619047619
FYEM,9.2,9.35,1.3666666666666667
FYER,9.25,9.5,1.62
G44a_NGAZIDJA,43.3,-11.8,0.9833333333333333
G65_KINGA,34.3,-9.5,1.1304347826086956
GA,-0.17,5.67,1.1304347826086956
GAAGUDJU,132.83,-12.62,1.2087912087912087
GAANDA,12.58,10.33,1.1204819277108433
GAANDA_GABIN,12.3,10.3,1.1604938271604939
GABADI,147.0,-9.0,0.717948717948718
GABIANO,142.42,-4.75,0.8404255319148937
GABRIELINO,-118.11,34.1,1.353658536585366
GADDANG,121.42,17.17,1.2857142857142858
GADE,7.42,8.67,1.123076923076923
GADSUP,146.0,-6.25,0.76
GADSUP_AGARABI,146.0,-6.17,0.865979381443299
GAELIC_SCOTTISH,-4.0,57.0,2.1
GAFAT,37.0,10.6,0.9714285714285714
GAHUKU,145.42,-6.0,0.9949238578680203
GAIKUNDI,142.67,-4.33,1.3125
GAIKUNDI_2,142.67,-4.33,1.3428571428571427
GAINA,148.58,-9.17,0.9625
GAL,145.63,-5.16,0.8135593220338984
GALAMBU,10.5,10.17,1.4179104477611941
GALELA,128.33,2.42,0.8652482269503546
GALICE,-121.0,43.0,1.1296296296296295
GALICIAN,-8.0,43.0,1.0864197530864197
GALKE,14.33,8.08,1.1428571428571428
GALO,94.04,28.23,0.8688524590163934
GALU,142.42,-3.42,0.9456521739130435
GALWA_2,10.24,-0.7,1.381578947368421
GAMEI_2,144.67,-4.08,1.3571428571428572
GAMILARAAY,149.5,-29.83,1.2117647058823529
GAMO,37.2,6.7,1.3571428571428572
GAMO_DHAACHE,37.47,6.08,0.9444444444444444
GAMO_NINGI,10.0,10.5,0.8588235294117647
GANANG,8.98,9.73,1.4807692307692308
GANDA,32.0,0.5,1.4852941176470589
GANGGALIDA,138.83,-17.33,1.2522522522522523
GANGLAU,146.08,-5.58,1.1578947368421053
GANGULU,149.2,-22.83,1.1888888888888889
GANZA,35.17,10.25,1.1714285714285715
GAN_LICHUAN,116.92,27.3,1.04
GAN_NANCHANG,115.85,28.68,1.0919540229885059
GAN_PINGXIANG,113.85,27.63,1.1044776119402986
GAN_SUSONG,115.53,29.47,1.0597014925373134
GAN_XIANNING,114.06,29.39,1.0172413793103448
GAPAPAIWA,149.83,-9.75,0.898876404494382
GAR,108.5,12.67,1.619047619047619
GARAKU,8.08,8.67,1.0740740740740742
GARAM_CHISHMA_KHOWAR,71.54,36.0,1.469387755102041
GARAWA,137.17,-17.08,1.375
GARIFUNA,-88.0,15.67,0.6728971962616822
GARO,90.5,25.67,1.54
GARRE,44.69,2.3,1.338235294117647
GARUH,145.72,-5.07,1.0
GARUS,145.67,-4.95,0.9682539682539683
GASCON,0.1,43.3,1.0833333333333333
GAURA_NGGAURA,119.08,-9.58,0.9473684210526315
GAVA,13.8,11.23,1.054945054945055
GAVIAO_DO_RONDONIA,-62.0,-10.67,1.1153846153846154
GAWAR_BATI,71.56,35.3,1.263157894736842
GAWWADA,37.25,5.5,1.216867469879518
GAWWADA_2,37.25,5.5,0.9666666666666667
GAYIL,36.67,6.15,1.1604938271604939
GAYO,97.5,4.5,1.0759493670886076
GBAGYI,6.95,9.7,1.1538461538461537
GBAGYI_SHAITA,7.0,9.5,1.0526315789473684
GBAMBIYA,17.2,6.0,0.9146341463414634
GBANU,17.65,5.26,1.0689655172413792
GBANZILI,20.25,4.83,1.1956521739130435
GBANZIRI,19.85,5.05,1.1818181818181819
GBARAIN,5.67,4.92,0.7111111111111111
GBARANMATU,5.67,4.92,0.7608695652173914
GBARI,7.0,8.75,1.1728395061728396
GBAYA,24.05,8.05,1.0666666666666667
GBAYA_BOSSANGOA,17.45,6.48,1.2037037037037037
GBAYA_BOSSANGOA_2,17.45,6.48,1.2
GBAYA_BOZOUM,16.58,6.0,1.0363636363636364
GBAYA_KARA_2,14.8,6.0,1.3043478260869565
GBAYA_KARA_3,14.8,6.0,1.3111111111111111
GBAYA_KARA_4,14.8,6.0,1.253968253968254
GBAYA_KARA_5,14.8,6.0,1.2916666666666667
GBAYA_KARA_6,14.8,6.0,1.2142857142857142
GBAYA_KARA_7,14.8,6.0,1.320754716981132
GBAYA_KARA_8,14.8,6.0,1.3191489361702127
GBAYA_LAI,14.08,5.6,1.2619047619047619
GBAYA_MBODOMO,15.5,4.5,1.2363636363636363
GBELEBANKAKAN,-8.13,9.57,1.0769230769230769
GBEYA,17.5,6.67,1.1914893617021276
GBI,20.03,5.73,0.8125
GBI_2,19.8,5.85,0.8115942028985508
GBUGYAR,8.25,8.75,1.78
GEBE,129.8,-0.42,1.032258064516129
GEBUSI,142.17,-6.17,0.9166666666666666
GECHODE,0.58,8.4,1.0517241379310345
GEDAGED,145.75,-5.17,1.0517241379310345
GEDAGED_2,145.75,-5.17,1.1515151515151516
GEDEO,38.38,6.35,1.0210526315789474
GEDEO_2,38.38,6.35,1.0
GEEZ,38.72,14.12,1.5
GEEZ_2,38.72,14.12,1.408450704225352
GEEZ_3,38.72,14.12,1.6984126984126984
GEJI,9.58,10.37,1.3174603174603174
GELANGHE_AKHA,100.57,21.86,1.0833333333333333
GELAO_LAOZHAI,105.5,22.92,1.1025641025641026
GELAO_QIAOSHANG,105.0,23.2,1.0465116279069768
GELAO_WANZI,104.7,22.6,1.0408163265306123
GEME,20.67,8.5,1.2535211267605635
GENDE_2,145.17,-5.67,0.9489795918367347
GENGELE,26.08,-2.08,1.0735294117647058
GEORGIAN,44.0,42.0,1.4210526315789473
GEORGIAN_2,44.0,42.0,1.5714285714285714
GERA,9.83,10.32,1.2054794520547945
GERA_2,9.83,10.32,1.2048192771084338
GERUMA,9.88,10.53,1.2093023255813953
GESER,131.17,-4.0,1.0294117647058822
GETO,38.42,8.4,1.161764705882353
GHACHOK,83.0,29.0,2.066666666666667
GHADAMES,9.5,30.13,1.3043478260869565
GHADAMES_2,9.5,30.13,1.25
GHARI,159.75,-9.5,0.8271604938271605
GHAYAVI_1,149.83,-10.0,0.9469026548672567
GHAYAVI_2,149.83,-10.0,0.9702970297029703
GHOMALA_1,10.33,5.42,1.542857142857143
GHOMALA_2,10.33,5.42,1.434782608695652
GHOMARA,-4.96,35.31,1.523076923076923
GHOVE_BLABLANGA,159.33,-8.17,1.144927536231884
GHYE,13.5,10.5,1.3376623376623376
GIBAIO,143.5,-8.0,0.71
GIDABAL,152.15,-28.29,1.4204545454545454
GIDICHO,38.08,6.33,1.0512820512820513
GIDOLE,37.42,5.58,1.3968253968253967
GIDOLE_2,37.42,5.58,1.1683168316831682
GIKUYU,36.75,-0.75,0.95
GIKUYU_2,36.75,-0.75,0.8840579710144928
GIKUYU_3,36.75,-0.45,0.8588235294117647
GIKYODE,0.58,8.4,1.3269230769230769
GILAKI,50.0,37.33,1.509090909090909
GILGIT_GUJARI,74.26,35.92,1.3541666666666667
GILYAK_AMUR,142.0,53.33,2.3454545454545452
GILYAK_EAST_SAKHALIN,142.0,53.33,2.3544303797468356
GILYAK_NORTH_SAKHALIN,142.0,53.33,2.2452830188679247
GILYAK_SOUTH_SAKHALIN,142.0,53.33,2.289855072463768
GILYAK_WEST_SAKHALIN,142.0,53.33,2.2413793103448274
GIMAN,128.25,-0.67,1.1111111111111112
GIMI,145.5,-6.63,0.8181818181818182
GIRAWA,145.4,-5.35,0.8082191780821918
GIRI,144.71,-4.26,1.4193548387096775
GIRYAMA,39.53,-3.18,1.1333333333333333
GIRYAMA_2,39.67,-3.5,1.098360655737705
GIRYAMA_3,39.67,-3.5,1.0597014925373134
GIRYAMA_4,39.67,-3.5,1.0163934426229508
GISIRA,10.5,-1.75,0.9666666666666667
GITATA,8.08,8.67,1.12987012987013
GITUA,147.5,-6.08,0.987012987012987
GIUR,28.0,8.0,1.2307692307692308
GIZRRA_KUPERE,142.83,-9.08,1.394736842105263
GIZRRA_TOGO,142.83,-9.08,1.4125
GIZRRA_WAIDORO,142.83,-9.08,1.4367816091954022
GJESTAL_NORWEGIAN,8.0,61.0,1.4807692307692308
GLAVDA,13.9,11.24,1.0416666666666667
GOBABINGO,135.5,-12.25,1.394736842105263
GOBEZE,37.47,5.47,1.2419354838709677
GOBU,19.25,5.0,0.8860759493670886
GODIE,-5.83,5.42,1.2391304347826086
GODOBERI,46.08,42.67,1.1473684210526316
GOEMAI,9.75,8.67,1.6346153846153846
GOFA,37.14,6.58,1.1904761904761905
GOFA_2,37.2,6.7,1.2658227848101267
GOGO,36.0,-6.0,1.2638888888888888
GOGODALA_ADIBA,142.83,-8.08,0.8157894736842105
GOGODALA_ARI,142.5,-7.92,0.8532110091743119
GOGODALA_GOGODARA,142.83,-8.08,0.8227848101265823
GOKANA,7.33,4.58,1.1071428571428572
GOLA,-10.83,7.25,0.8514851485148515
GOLA_3,-10.85,7.4,1.0579710144927537
GOLIN,144.75,-6.33,1.2608695652173914
GOLO,20.4,6.0,0.9253731343283582
GOMAIDJ,135.5,-12.5,1.3918918918918919
GONDI,81.38,18.16,1.5
GONG,100.08,14.25,1.7230769230769232
GONGXING_BAI,99.17,27.08,1.4038461538461537
GONJA,-0.75,8.8,1.099009900990099
GONJA_2,-1.57,8.57,1.2615384615384615
GOONIYANDI,126.33,-18.47,1.1590909090909092
GOPE,143.5,-8.0,0.68
GOR,17.08,8.0,1.2033898305084745
GORONTALO,122.0,0.5,0.9662921348314607
GOROVU,144.58,-4.5,1.2142857142857142
GOROVU_2,144.58,-4.5,0.9146341463414634
GOTHIC,25.62,43.22,1.617283950617284
GOUNDO,16.25,9.5,1.265625
GOURO,-6.31,7.19,1.0172413793103448
GRAND_COULI,165.75,-21.67,0.7894736842105263
GREAT_ANDAMANESE,92.74,11.67,1.1166666666666667
GREBO,-8.0,5.0,1.3617021276595744
GREEK,22.0,39.0,1.25
GREEK_ANCIENT,22.0,39.0,1.3852459016393444
GREEK_ROMANY,23.65,38.0,1.4736842105263157
GREEN_GELAO,104.7,22.5,1.0625
GUAHIBO,-69.0,5.0,0.8581560283687943
GUAJAJARA,-46.0,-5.0,0.9529411764705882
GUAMBIANO,-76.67,2.5,1.3972602739726028
GUAMO,-69.5,8.0,1.062937062937063
GUANANO,-69.5,0.83,1.1125
GUANSHUANG_WA,100.04,22.07,1.65
GUARANI,-56.0,-26.0,1.2601626016260163
GUARANI_ANTIGO,-56.0,-26.0,1.0253164556962024
GUARANI_KAIWA,-55.0,-23.0,1.0121951219512195
GUARAYU,-61.58,-16.0,0.7543859649122807
GUARIJIO,-108.67,27.75,1.0340909090909092
GUATO,-58.0,-17.0,0.8208955223880597
GUAYABERO,-72.0,2.83,1.3043478260869565
GUAYMI,-82.0,8.67,0.9896907216494846
GUDANJI,134.42,-15.43,1.1531531531531531
GUDE,13.42,10.42,1.2777777777777777
GUDU,12.53,9.91,1.3076923076923077
GUHU_SAMANE,147.33,-8.0,0.8211920529801324
GUICHICOVI_MIXE,-95.17,17.08,1.7076923076923076
GUIGANG_CENTRAL_HONGSHUIHE_ZHUANG,108.2,22.44,1.1372549019607843
GUINAU,-64.62,4.78,0.9922480620155039
GUJARATI,72.0,23.0,1.6629213483146068
GUJGI_KHORASANI,59.8,36.58,1.353846153846154
GULAY_2,17.25,9.17,1.2542372881355932
GULA_CAR,22.5,9.5,1.0303030303030303
GULA_SARA,22.5,9.5,1.4042553191489362
GUMALU,145.63,-5.22,0.8732394366197183
GUMAWANA,150.8,-9.21,0.8538461538461538
GUMBAYNGGIR,152.5,-30.17,1.41
GUMUZ,35.83,12.5,1.1012658227848102
GUNBALANG_WARLANG,134.0,-12.0,1.4197530864197532
GUNDONG_PA_HNG,109.08,26.13,1.1551724137931034
GUNUNA_KUNE,-67.0,-41.0,1.2115384615384615
GUNUNA_KUNE_2,-67.0,-41.0,1.3804347826086956
GUNWINGGU_GUN_DJEIHMI,133.75,-12.5,1.6578947368421053
GUNWINGGU_KUNE,133.75,-12.5,1.5365853658536586
GUNYA,145.86,-27.06,1.196969696969697
GUPA_ABAWA_2,6.69,8.21,0.9473684210526315
GURAGONE,134.42,-12.25,1.2222222222222223
GURBET_ROMANI,19.95,43.35,1.6326530612244898
GURENG_GURENG,151.0,-25.25,1.2790697674418605
GURIASO,141.58,-3.5,1.206896551724138
GURINDJI,130.67,-17.67,1.3505154639175259
GURO,-6.0,7.0,1.0535714285714286
GURUNG,84.33,28.33,1.4339622641509433
GURUNG_WESTERN,83.0,29.0,1.3548387096774193
GURUNTUM_MBAARU,10.17,9.83,1.2592592592592593
GURU_KALASHA,71.68,35.64,1.26
GURVARI_ROMANI,19.72,47.13,1.5365853658536586
GUSII_2,34.8,-0.8,0.9523809523809523
GUUGU_YIMIDHIR,144.83,-15.0,1.3880597014925373
GUUS_SIGIDI,9.35,9.67,1.6271186440677967
GUWOT,146.83,-6.5,1.0238095238095237
GVOKO,13.83,11.08,1.0847457627118644
GWAGWA,8.08,8.67,1.1071428571428572
GWAHATIKE,146.46,-5.65,1.3466666666666667
GWAMA,34.17,9.5,1.390625
GWAMHI_WURI,5.0,11.83,1.1142857142857143
GWARA,7.98,9.47,1.12
GWENO,37.75,-3.67,1.0375
GWENO_2,37.7,-3.7,1.1126760563380282
GWERE,33.92,1.08,1.0
GWERE_2,33.92,1.08,1.1627906976744187
GWERE_3,33.8,1.15,1.2318840579710144
GWI,21.75,-22.67,0.9625
GXANA,23.33,-22.17,0.9375
GYELE,10.25,2.47,0.96
GYEM,9.25,10.42,1.0886075949367089
H12_VILI_MAYUMBA,12.0,-4.67,1.38
H166_KONGO_MANYANGA,15.0,-5.0,1.1612903225806452
H41_MBALA_1,18.0,-5.0,1.0
H42_HUNGANA_1,18.42,-3.67,1.7027027027027026
H42_HUNGANA_2,18.42,-3.67,1.0149253731343284
H42_HUNGANA_3,18.42,-3.67,1.0625
H42_HUNGANA_4,18.42,-3.67,1.028169014084507
HA,30.0,-4.5,1.0824742268041236
HADIMU,39.0,-6.5,1.0535714285714286
HADIYYA,38.0,7.25,1.0104166666666667
HADIYYA_2,38.0,7.25,1.010752688172043
HADOTI,75.64,25.44,1.515625
HADRAMI_ARABIC,48.65,15.45,1.6931818181818181
HADZA,35.17,-3.75,1.029126213592233
HAI,15.9,6.7,0.8809523809523809
HAIDA,-132.0,53.0,1.8227848101265822
HAIDA_2,-132.5,54.0,1.876923076923077
HAIFENG_SHE,114.43,22.59,1.196078431372549
HAIGWAI,150.26,-10.27,0.7948717948717948
HAINAN_KIM_MUN,110.0,19.0,1.4285714285714286
HAINAN_MINNAN_CHINESE,110.34,20.04,0.971830985915493
HAININH_MIEN,106.31,20.55,1.3269230769230769
HAISLA,-128.6,54.0,2.111111111111111
HAKKA,116.0,25.0,1.5061728395061729
HAKKA_BEILIUMUMIAN,110.3,22.74,1.3548387096774193
HAKKA_BOBAICUNTOU,109.91,21.93,1.4
HAKKA_CHENGHUAQULONGTANSI_CHENGDU,104.17,30.71,1.1774193548387097
HAKKA_FUMIANXINSHA,110.11,22.51,1.3442622950819672
HAKKA_LONGQUANYISHILINGZHEN_CHENGDU,104.18,30.65,1.1864406779661016
HAKKA_LUCHUANSIHE,110.16,22.23,1.4
HAKKA_MEIXIAN,116.05,24.28,1.3108108108108107
HAKKA_QINGBAIJIANGLONGWANGZHEN_CHENGDU,104.28,30.77,1.2058823529411764
HAKKA_RONGXIANXIANDI,110.57,22.97,1.3076923076923077
HAKKA_XINDUQUSHIBANTANZHEN_CHENGDU,104.22,30.71,1.1904761904761905
HAKKA_XINGYEGAOFENG,109.87,22.98,1.323943661971831
HAKKA_YUDU,114.93,25.83,0.9240506329113924
HAKU,155.67,-5.0,1.0222222222222221
HALABI,81.0,21.0,1.3064516129032258
HALIA_2,154.67,-5.25,1.0458715596330275
HAMAP,124.5,-8.25,1.1791044776119404
HAMER_BANNA,36.5,5.2,1.0579710144927537
HAN,-140.35,64.5,2.5945945945945947
HANGA,-1.53,9.5,1.2857142857142858
HANGALA,15.0,-4.0,1.0684931506849316
HANGAZA,30.75,-2.6,1.1285714285714286
HANGA_HUNDI,142.85,-3.9,1.1206896551724137
